longitude,latitude,velocity
114.91250000000001,40.5525,81.55675506591797
114.9175,40.5525,100.52269744873047
114.9225,40.5525,19.441997528076172
114.92750000000001,40.5525,51.366294860839844
114.9325,40.5525,111.73583984375
114.9375,40.5525,105.56683349609375
114.9425,40.5525,80.15241241455078
114.9475,40.5525,51.477821350097656
114.9525,40.5525,17.477170944213867
114.9575,40.5525,5.478777408599854
114.9625,40.5525,7.878674983978271
114.9675,40.5525,0.522663652896881
114.9725,40.5525,10.744667053222656
114.9775,40.5525,105.56777954101562
114.9825,40.5525,2.878689527511597
114.9875,40.5525,0.0
114.9925,40.5525,0.0
114.9975,40.5525,0.0
115.0025,40.5525,0.0
115.00750000000001,40.5525,0.0
115.0125,40.5525,0.0
115.0175,40.5525,0.0
115.02250000000001,40.5525,0.0
115.0275,40.5525,0.0
115.0325,40.5525,0.0
115.03750000000001,40.5525,0.0
115.0425,40.5525,0.0
115.0475,40.5525,0.0
115.05250000000001,40.5525,0.0
115.0575,40.5525,0.0
115.0625,40.5525,0.0
115.0675,40.5525,0.0
115.0725,40.5525,0.0
115.0775,40.5525,0.0
115.0825,40.5525,0.0
115.0875,40.5525,0.0
115.0925,40.5525,0.0
115.0975,40.5525,0.0
115.1025,40.5525,0.0
115.1075,40.5525,0.0
115.1125,40.5525,0.0
115.1175,40.5525,0.0
115.1225,40.5525,0.0
114.9075,40.5525,44.51158905029297
114.9025,40.5525,15.988218307495117
114.89750000000001,40.5525,0.126334264874458
114.8925,40.5525,0.0
114.8875,40.5525,0.0
114.88250000000001,40.5525,0.0
114.8775,40.5525,0.0
114.8775,40.5475,44.964847564697266
114.88250000000001,40.5475,53.35044479370117
114.8875,40.5475,77.94625854492188
114.8925,40.5475,103.5240478515625
114.89750000000001,40.5475,123.00531005859375
114.9025,40.5475,130.3690948486328
114.9075,40.5475,138.34327697753906
114.91250000000001,40.5475,146.5985870361328
114.9175,40.5475,114.36251831054688
114.9225,40.5475,134.64967346191406
114.92750000000001,40.5475,58.193084716796875
114.9325,40.5475,150.47474670410156
114.9375,40.5475,146.7686004638672
114.9425,40.5475,150.13372802734375
114.9475,40.5475,154.6926727294922
114.9525,40.5475,153.66746520996094
114.9575,40.5475,148.9893798828125
114.9625,40.5475,156.15054321289062
114.9675,40.5475,25.576465606689453
114.9725,40.5475,105.79840850830078
114.9775,40.5475,157.586669921875
114.9825,40.5475,10.388776779174805
114.9875,40.5475,0.0
114.9925,40.5475,0.0
114.9975,40.5475,0.0
115.0025,40.5475,0.0
115.00750000000001,40.5475,0.0
115.0125,40.5475,0.0
115.0175,40.5475,0.0
115.02250000000001,40.5475,0.0
115.0275,40.5475,0.0
115.0325,40.5475,0.0
115.03750000000001,40.5475,0.0
115.0425,40.5475,0.0
115.0475,40.5475,0.0
115.05250000000001,40.5475,0.0
115.0575,40.5475,0.0
115.0625,40.5475,0.0
115.0675,40.5475,0.0
115.0725,40.5475,0.0
115.0775,40.5475,0.0
115.0825,40.5475,0.0
115.0875,40.5475,0.0
115.0925,40.5475,0.0
115.0975,40.5475,0.0
115.1025,40.5475,0.0
115.1075,40.5475,0.0
115.1125,40.5475,0.0
115.1175,40.5475,0.0
115.1225,40.5475,0.0
114.8725,40.5475,33.281089782714844
114.8675,40.5475,16.168598175048828
114.8625,40.5475,0.574650824069977
114.8575,40.5475,0.0
114.8525,40.5475,0.0
114.8475,40.5475,0.0
114.8425,40.5475,0.0
115.1275,40.5475,0.0
114.8425,40.542500000000004,11.168889999389648
114.8475,40.542500000000004,67.18330383300781
114.8525,40.542500000000004,75.66466522216797
114.8575,40.542500000000004,93.25946044921875
114.8625,40.542500000000004,113.31918334960938
114.8675,40.542500000000004,121.08503723144531
114.8725,40.542500000000004,122.35608673095703
114.8775,40.542500000000004,120.22872161865234
114.88250000000001,40.542500000000004,115.68110656738281
114.8875,40.542500000000004,117.81758880615234
114.8925,40.542500000000004,103.47948455810547
114.89750000000001,40.542500000000004,127.01378631591797
114.9025,40.542500000000004,138.856201171875
114.9075,40.542500000000004,142.8800506591797
114.91250000000001,40.542500000000004,134.9519805908203
114.9175,40.542500000000004,135.2145233154297
114.9225,40.542500000000004,140.3825225830078
114.92750000000001,40.542500000000004,129.99110412597656
114.9325,40.542500000000004,142.78131103515625
114.9375,40.542500000000004,142.19998168945312
114.9425,40.542500000000004,143.50897216796875
114.9475,40.542500000000004,151.73660278320312
114.9525,40.542500000000004,153.137451171875
114.9575,40.542500000000004,154.02500915527344
114.9625,40.542500000000004,154.5257110595703
114.9675,40.542500000000004,150.19711303710938
114.9725,40.542500000000004,159.638427734375
114.9775,40.542500000000004,160.6603240966797
114.9825,40.542500000000004,40.07168197631836
114.9875,40.542500000000004,0.0
114.9925,40.542500000000004,0.0
114.9975,40.542500000000004,0.0
115.0025,40.542500000000004,0.0
115.00750000000001,40.542500000000004,0.0
115.0125,40.542500000000004,0.0
115.0175,40.542500000000004,0.0
115.02250000000001,40.542500000000004,0.0
115.0275,40.542500000000004,0.0
115.0325,40.542500000000004,0.0
115.03750000000001,40.542500000000004,0.0
115.0425,40.542500000000004,0.0
115.0475,40.542500000000004,0.0
115.05250000000001,40.542500000000004,0.0
115.0575,40.542500000000004,0.0
115.0625,40.542500000000004,0.0
115.0675,40.542500000000004,0.0
115.0725,40.542500000000004,0.0
115.0775,40.542500000000004,0.0
115.0825,40.542500000000004,0.0
115.0875,40.542500000000004,0.0
115.0925,40.542500000000004,0.0
115.0975,40.542500000000004,0.0
115.1025,40.542500000000004,0.0
115.1075,40.542500000000004,0.0
115.1125,40.542500000000004,0.0
115.1175,40.542500000000004,0.0
115.1225,40.542500000000004,0.0
115.1275,40.542500000000004,0.0
114.8375,40.542500000000004,1.860823512077332
114.8325,40.542500000000004,0.0
114.8275,40.542500000000004,0.0
114.8225,40.542500000000004,0.0
114.8175,40.542500000000004,0.0
114.8125,40.542500000000004,0.0
114.8075,40.542500000000004,0.0
114.80250000000001,40.5375,6.660594940185547
114.8075,40.5375,45.11245346069336
114.8125,40.5375,53.26604080200195
114.8175,40.5375,70.91075134277344
114.8225,40.5375,66.2851791381836
114.8275,40.5375,29.208023071289062
114.8325,40.5375,18.09164810180664
114.8375,40.5375,30.913511276245117
114.8425,40.5375,83.42220306396484
114.8475,40.5375,103.50472259521484
114.8525,40.5375,116.83695220947266
114.8575,40.5375,115.46736907958984
114.8625,40.5375,114.3436279296875
114.8675,40.5375,116.453369140625
114.8725,40.5375,111.7104721069336
114.8775,40.5375,113.77200317382812
114.88250000000001,40.5375,120.64178466796875
114.8875,40.5375,113.15326690673828
114.8925,40.5375,127.25715637207031
114.89750000000001,40.5375,135.19711303710938
114.9025,40.5375,124.07197570800781
114.9075,40.5375,130.009521484375
114.91250000000001,40.5375,130.12295532226562
114.9175,40.5375,122.8115005493164
114.9225,40.5375,129.38882446289062
114.92750000000001,40.5375,139.4816131591797
114.9325,40.5375,144.52981567382812
114.9375,40.5375,150.44454956054688
114.9425,40.5375,153.3301544189453
114.9475,40.5375,155.1299591064453
114.9525,40.5375,154.6779327392578
114.9575,40.5375,155.1588897705078
114.9625,40.5375,157.5796356201172
114.9675,40.5375,158.91159057617188
114.9725,40.5375,158.83177185058594
114.9775,40.5375,160.822265625
114.9825,40.5375,102.02799224853516
114.9875,40.5375,117.73915100097656
114.9925,40.5375,75.21188354492188
114.9975,40.5375,0.0
115.0025,40.5375,0.0
115.00750000000001,40.5375,0.0
115.0125,40.5375,0.0
115.0175,40.5375,0.0
115.02250000000001,40.5375,0.0
115.0275,40.5375,0.0
115.0325,40.5375,0.0
115.03750000000001,40.5375,0.0
115.0425,40.5375,0.0
115.0475,40.5375,0.0
115.05250000000001,40.5375,0.0
115.0575,40.5375,0.0
115.0625,40.5375,0.0
115.0675,40.5375,0.0
115.0725,40.5375,0.0
115.0775,40.5375,0.0
115.0825,40.5375,0.0
115.0875,40.5375,0.0
115.0925,40.5375,0.0
115.0975,40.5375,0.0
115.1025,40.5375,0.0
115.1075,40.5375,0.0
115.1125,40.5375,0.0
115.1175,40.5375,0.0
115.1225,40.5375,0.0
115.1275,40.5375,0.0
114.7975,40.5375,0.0
114.7925,40.5375,0.0
114.78750000000001,40.5375,0.0
114.7825,40.5375,0.0
114.7775,40.5375,0.0
114.77250000000001,40.5375,0.0
114.7675,40.5375,0.0
114.7675,40.5325,0.0
114.77250000000001,40.5325,0.0
114.7775,40.5325,0.0
114.7825,40.5325,0.0
114.78750000000001,40.5325,0.0
114.7925,40.5325,0.0
114.7975,40.5325,0.0
114.80250000000001,40.5325,0.647106289863586
114.8075,40.5325,59.60375213623047
114.8125,40.5325,76.43109130859375
114.8175,40.5325,106.4805679321289
114.8225,40.5325,104.64641571044922
114.8275,40.5325,88.11505126953125
114.8325,40.5325,81.66458129882812
114.8375,40.5325,70.59060668945312
114.8425,40.5325,43.96094512939453
114.8475,40.5325,77.17178344726562
114.8525,40.5325,110.4048080444336
114.8575,40.5325,115.34957122802734
114.8625,40.5325,107.56224060058594
114.8675,40.5325,113.95191955566406
114.8725,40.5325,114.0852279663086
114.8775,40.5325,118.4398422241211
114.88250000000001,40.5325,123.65354919433594
114.8875,40.5325,127.74357604980469
114.8925,40.5325,132.31541442871094
114.89750000000001,40.5325,130.67137145996094
114.9025,40.5325,125.0306167602539
114.9075,40.5325,129.38522338867188
114.91250000000001,40.5325,127.87532043457031
114.9175,40.5325,123.95901489257812
114.9225,40.5325,129.9850311279297
114.92750000000001,40.5325,135.67581176757812
114.9325,40.5325,144.67674255371094
114.9375,40.5325,147.4142608642578
114.9425,40.5325,151.18792724609375
114.9475,40.5325,152.40557861328125
114.9525,40.5325,153.1101837158203
114.9575,40.5325,152.7259521484375
114.9625,40.5325,156.4493865966797
114.9675,40.5325,155.9571990966797
114.9725,40.5325,156.88096618652344
114.9775,40.5325,160.50865173339844
114.9825,40.5325,161.75315856933594
114.9875,40.5325,160.93202209472656
114.9925,40.5325,149.89584350585938
114.9975,40.5325,81.94739532470703
115.0025,40.5325,0.0
115.00750000000001,40.5325,0.0
115.0125,40.5325,0.0
115.0175,40.5325,0.0
115.02250000000001,40.5325,0.0
115.0275,40.5325,0.0
115.0325,40.5325,0.0
115.03750000000001,40.5325,0.0
115.0425,40.5325,0.0
115.0475,40.5325,0.0
115.05250000000001,40.5325,0.0
115.0575,40.5325,0.0
115.0625,40.5325,0.0
115.0675,40.5325,0.0
115.0725,40.5325,0.0
115.0775,40.5325,0.0
115.0825,40.5325,0.0
115.0875,40.5325,0.0
115.0925,40.5325,0.0
115.0975,40.5325,0.0
115.1025,40.5325,0.0
115.1075,40.5325,0.0
115.1125,40.5325,0.0
115.1175,40.5325,0.0
115.1225,40.5325,0.0
115.1275,40.5325,0.0
114.7625,40.5325,0.0
114.75750000000001,40.5325,0.0
114.7525,40.5325,0.0
114.7475,40.5325,0.0
114.7425,40.5325,0.0
114.7375,40.5325,0.0
114.7325,40.5325,0.0
114.7325,40.5275,0.0
114.7375,40.5275,0.0
114.7425,40.5275,0.0
114.7475,40.5275,0.0
114.7525,40.5275,0.0
114.75750000000001,40.5275,0.0
114.7625,40.5275,0.0
114.7675,40.5275,0.0
114.77250000000001,40.5275,0.0
114.7775,40.5275,0.0
114.7825,40.5275,0.0
114.78750000000001,40.5275,0.0
114.7925,40.5275,0.0
114.7975,40.5275,0.0
114.80250000000001,40.5275,0.0
114.8075,40.5275,0.0
114.8125,40.5275,65.54492950439453
114.8175,40.5275,106.80667114257812
114.8225,40.5275,95.02145385742188
114.8275,40.5275,95.20167541503906
114.8325,40.5275,76.13662719726562
114.8375,40.5275,61.34050369262695
114.8425,40.5275,56.3208122253418
114.8475,40.5275,76.00572204589844
114.8525,40.5275,75.15423583984375
114.8575,40.5275,108.86249542236328
114.8625,40.5275,110.43008422851562
114.8675,40.5275,100.0284652709961
114.8725,40.5275,103.39446258544922
114.8775,40.5275,119.63133239746094
114.88250000000001,40.5275,121.25637817382812
114.8875,40.5275,126.49517822265625
114.8925,40.5275,126.02146911621094
114.89750000000001,40.5275,124.61287689208984
114.9025,40.5275,131.2741241455078
114.9075,40.5275,127.00369262695312
114.91250000000001,40.5275,125.54096221923828
114.9175,40.5275,125.33708190917969
114.9225,40.5275,129.11306762695312
114.92750000000001,40.5275,136.9945068359375
114.9325,40.5275,143.23568725585938
114.9375,40.5275,144.37939453125
114.9425,40.5275,148.04107666015625
114.9475,40.5275,151.16213989257812
114.9525,40.5275,151.7723388671875
114.9575,40.5275,153.86663818359375
114.9625,40.5275,153.2615203857422
114.9675,40.5275,154.73284912109375
114.9725,40.5275,156.7580108642578
114.9775,40.5275,160.8069305419922
114.9825,40.5275,160.66554260253906
114.9875,40.5275,157.21734619140625
114.9925,40.5275,141.20213317871094
114.9975,40.5275,6.115904331207275
115.0025,40.5275,0.0
115.00750000000001,40.5275,0.0
115.0125,40.5275,0.0
115.0175,40.5275,0.0
115.02250000000001,40.5275,0.0
115.0275,40.5275,0.0
115.0325,40.5275,0.0
115.03750000000001,40.5275,0.0
115.0425,40.5275,0.0
115.0475,40.5275,0.0
115.05250000000001,40.5275,0.0
115.0575,40.5275,0.0
115.0625,40.5275,0.0
115.0675,40.5275,0.0
115.0725,40.5275,0.0
115.0775,40.5275,0.0
115.0825,40.5275,0.0
115.0875,40.5275,0.0
115.0925,40.5275,0.0
115.0975,40.5275,0.0
115.1025,40.5275,0.0
115.1075,40.5275,0.0
115.1125,40.5275,0.0
115.1175,40.5275,0.0
115.1225,40.5275,0.0
115.1275,40.5275,0.0
114.7275,40.5275,0.0
114.7225,40.5275,0.0
114.7175,40.5275,0.0
114.7125,40.5275,0.0
114.7075,40.5275,0.0
114.7025,40.5275,0.0
114.6975,40.5275,0.0
114.6975,40.5225,0.0
114.7025,40.5225,0.0
114.7075,40.5225,0.0
114.7125,40.5225,0.0
114.7175,40.5225,0.0
114.7225,40.5225,0.0
114.7275,40.5225,0.0
114.7325,40.5225,0.0
114.7375,40.5225,0.0
114.7425,40.5225,0.0
114.7475,40.5225,0.0
114.7525,40.5225,0.0
114.75750000000001,40.5225,0.0
114.7625,40.5225,0.0
114.7675,40.5225,0.0
114.77250000000001,40.5225,0.0
114.7775,40.5225,0.0
114.7825,40.5225,0.0
114.78750000000001,40.5225,0.0
114.7925,40.5225,0.0
114.7975,40.5225,0.0
114.80250000000001,40.5225,0.0
114.8075,40.5225,0.0
114.8125,40.5225,52.3101806640625
114.8175,40.5225,95.92152404785156
114.8225,40.5225,102.13097381591797
114.8275,40.5225,98.9625244140625
114.8325,40.5225,68.62918853759766
114.8375,40.5225,29.171119689941406
114.8425,40.5225,58.6031494140625
114.8475,40.5225,83.84024810791016
114.8525,40.5225,87.82734680175781
114.8575,40.5225,85.27374267578125
114.8625,40.5225,101.57905578613281
114.8675,40.5225,99.75312805175781
114.8725,40.5225,110.61996459960938
114.8775,40.5225,109.286865234375
114.88250000000001,40.5225,115.9439468383789
114.8875,40.5225,120.92992401123047
114.8925,40.5225,121.84233856201172
114.89750000000001,40.5225,127.06961822509766
114.9025,40.5225,111.35560607910156
114.9075,40.5225,121.76069641113281
114.91250000000001,40.5225,121.36800384521484
114.9175,40.5225,122.3549575805664
114.9225,40.5225,127.1056137084961
114.92750000000001,40.5225,132.73348999023438
114.9325,40.5225,141.60003662109375
114.9375,40.5225,149.00856018066406
114.9425,40.5225,148.0746307373047
114.9475,40.5225,151.05499267578125
114.9525,40.5225,152.38510131835938
114.9575,40.5225,154.58355712890625
114.9625,40.5225,154.46543884277344
114.9675,40.5225,152.58497619628906
114.9725,40.5225,155.08648681640625
114.9775,40.5225,156.2974853515625
114.9825,40.5225,154.63656616210938
114.9875,40.5225,119.03154754638672
114.9925,40.5225,152.5760498046875
114.9975,40.5225,57.866878509521484
115.0025,40.5225,0.0
115.00750000000001,40.5225,0.0
115.0125,40.5225,0.0
115.0175,40.5225,0.0
115.02250000000001,40.5225,0.0
115.0275,40.5225,0.0
115.0325,40.5225,0.0
115.03750000000001,40.5225,0.0
115.0425,40.5225,0.0
115.0475,40.5225,0.0
115.05250000000001,40.5225,0.0
115.0575,40.5225,0.0
115.0625,40.5225,0.0
115.0675,40.5225,0.0
115.0725,40.5225,0.0
115.0775,40.5225,0.0
115.0825,40.5225,0.0
115.0875,40.5225,0.0
115.0925,40.5225,0.0
115.0975,40.5225,0.0
115.1025,40.5225,0.0
115.1075,40.5225,0.0
115.1125,40.5225,0.0
115.1175,40.5225,0.0
115.1225,40.5225,0.0
115.1275,40.5225,0.0
114.6925,40.5225,0.0
115.13250000000001,40.5225,0.0
114.6875,40.5225,0.0
114.6825,40.5225,0.0
114.67750000000001,40.5225,0.0
114.6725,40.5225,0.0
114.6675,40.5225,0.0
114.66250000000001,40.5225,0.0
114.66250000000001,40.5175,0.0
114.6675,40.5175,0.0
114.6725,40.5175,0.0
114.67750000000001,40.5175,0.0
114.6825,40.5175,0.0
114.6875,40.5175,0.0
114.6925,40.5175,0.0
114.6975,40.5175,0.0
114.7025,40.5175,0.0
114.7075,40.5175,0.0
114.7125,40.5175,0.0
114.7175,40.5175,0.0
114.7225,40.5175,0.0
114.7275,40.5175,0.0
114.7325,40.5175,0.0
114.7375,40.5175,0.0
114.7425,40.5175,0.0
114.7475,40.5175,0.0
114.7525,40.5175,0.0
114.75750000000001,40.5175,0.0
114.7625,40.5175,0.0
114.7675,40.5175,0.0
114.77250000000001,40.5175,0.0
114.7775,40.5175,0.0
114.7825,40.5175,0.0
114.78750000000001,40.5175,0.0
114.7925,40.5175,0.0
114.7975,40.5175,0.0
114.80250000000001,40.5175,0.0
114.8075,40.5175,0.0
114.8125,40.5175,3.13627815246582
114.8175,40.5175,73.64042663574219
114.8225,40.5175,96.35900115966797
114.8275,40.5175,92.04631042480469
114.8325,40.5175,68.55156707763672
114.8375,40.5175,50.93561553955078
114.8425,40.5175,69.0114974975586
114.8475,40.5175,83.51754760742188
114.8525,40.5175,94.06681060791016
114.8575,40.5175,44.92383575439453
114.8625,40.5175,71.08175659179688
114.8675,40.5175,86.13748168945312
114.8725,40.5175,73.65621948242188
114.8775,40.5175,95.15308380126953
114.88250000000001,40.5175,100.6966323852539
114.8875,40.5175,112.18109893798828
114.8925,40.5175,112.7142333984375
114.89750000000001,40.5175,94.6676254272461
114.9025,40.5175,53.90366744995117
114.9075,40.5175,51.58502960205078
114.91250000000001,40.5175,96.1004638671875
114.9175,40.5175,64.57301330566406
114.9225,40.5175,110.10086822509766
114.92750000000001,40.5175,129.132080078125
114.9325,40.5175,140.0817108154297
114.9375,40.5175,144.1191864013672
114.9425,40.5175,148.3912353515625
114.9475,40.5175,152.64947509765625
114.9525,40.5175,154.8802032470703
114.9575,40.5175,157.3948516845703
114.9625,40.5175,156.24696350097656
114.9675,40.5175,155.1609344482422
114.9725,40.5175,154.89608764648438
114.9775,40.5175,143.70823669433594
114.9825,40.5175,106.00952911376953
114.9875,40.5175,62.57756805419922
114.9925,40.5175,141.27931213378906
114.9975,40.5175,20.55858039855957
115.0025,40.5175,0.0
115.00750000000001,40.5175,0.0
115.0125,40.5175,0.0
115.0175,40.5175,0.0
115.02250000000001,40.5175,0.0
115.0275,40.5175,0.0
115.0325,40.5175,0.0
115.03750000000001,40.5175,0.0
115.0425,40.5175,0.0
115.0475,40.5175,0.0
115.05250000000001,40.5175,0.0
115.0575,40.5175,0.0
115.0625,40.5175,0.0
115.0675,40.5175,0.0
115.0725,40.5175,0.0
115.0775,40.5175,0.0
115.0825,40.5175,0.0
115.0875,40.5175,0.0
115.0925,40.5175,0.0
115.0975,40.5175,0.0
115.1025,40.5175,0.0
115.1075,40.5175,0.0
115.1125,40.5175,0.0
115.1175,40.5175,0.0
115.1225,40.5175,0.0
115.1275,40.5175,0.0
115.13250000000001,40.5175,0.0
114.6575,40.5175,0.0
114.6525,40.5175,0.0
114.64750000000001,40.5175,0.0
114.6425,40.5175,0.0
114.6375,40.5175,0.0
114.63250000000001,40.5175,0.0
114.6275,40.5175,0.0
114.6275,40.5125,0.0
114.63250000000001,40.5125,0.0
114.6375,40.5125,0.0
114.6425,40.5125,0.0
114.64750000000001,40.5125,0.0
114.6525,40.5125,0.0
114.6575,40.5125,0.0
114.66250000000001,40.5125,0.0
114.6675,40.5125,0.0
114.6725,40.5125,0.0
114.67750000000001,40.5125,0.0
114.6825,40.5125,0.0
114.6875,40.5125,0.0
114.6925,40.5125,0.0
114.6975,40.5125,0.0
114.7025,40.5125,0.0
114.7075,40.5125,0.0
114.7125,40.5125,0.0
114.7175,40.5125,0.0
114.7225,40.5125,0.0
114.7275,40.5125,0.0
114.7325,40.5125,0.0
114.7375,40.5125,0.0
114.7425,40.5125,0.0
114.7475,40.5125,0.0
114.7525,40.5125,0.0
114.75750000000001,40.5125,0.0
114.7625,40.5125,0.0
114.7675,40.5125,0.0
114.77250000000001,40.5125,0.0
114.7775,40.5125,0.0
114.7825,40.5125,0.0
114.78750000000001,40.5125,0.0
114.7925,40.5125,0.0
114.7975,40.5125,0.0
114.80250000000001,40.5125,0.0
114.8075,40.5125,0.0
114.8125,40.5125,22.574308395385742
114.8175,40.5125,51.846920013427734
114.8225,40.5125,79.49243927001953
114.8275,40.5125,76.7705078125
114.8325,40.5125,75.44881439208984
114.8375,40.5125,73.33198547363281
114.8425,40.5125,76.7681884765625
114.8475,40.5125,74.21733856201172
114.8525,40.5125,81.22160339355469
114.8575,40.5125,83.33644104003906
114.8625,40.5125,70.70109558105469
114.8675,40.5125,76.00514221191406
114.8725,40.5125,45.21320724487305
114.8775,40.5125,82.2652816772461
114.88250000000001,40.5125,83.11666870117188
114.8875,40.5125,90.81903076171875
114.8925,40.5125,100.25737762451172
114.89750000000001,40.5125,76.41999816894531
114.9025,40.5125,77.94500732421875
114.9075,40.5125,74.77860260009766
114.91250000000001,40.5125,106.23623657226562
114.9175,40.5125,105.89893341064453
114.9225,40.5125,118.54615020751953
114.92750000000001,40.5125,128.43576049804688
114.9325,40.5125,138.69476318359375
114.9375,40.5125,142.5579833984375
114.9425,40.5125,149.4938507080078
114.9475,40.5125,152.409423828125
114.9525,40.5125,155.16796875
114.9575,40.5125,155.09425354003906
114.9625,40.5125,153.17735290527344
114.9675,40.5125,153.43515014648438
114.9725,40.5125,147.33926391601562
114.9775,40.5125,133.2084197998047
114.9825,40.5125,121.62396240234375
114.9875,40.5125,33.74861145019531
114.9925,40.5125,30.126296997070312
114.9975,40.5125,0.0
115.0025,40.5125,0.0
115.00750000000001,40.5125,0.0
115.0125,40.5125,0.0
115.0175,40.5125,0.0
115.02250000000001,40.5125,0.0
115.0275,40.5125,0.0
115.0325,40.5125,0.0
115.03750000000001,40.5125,0.0
115.0425,40.5125,0.0
115.0475,40.5125,0.0
115.05250000000001,40.5125,0.0
115.0575,40.5125,0.0
115.0625,40.5125,0.0
115.0675,40.5125,0.0
115.0725,40.5125,0.0
115.0775,40.5125,0.0
115.0825,40.5125,0.0
115.0875,40.5125,0.0
115.0925,40.5125,0.0
115.0975,40.5125,0.0
115.1025,40.5125,0.0
115.1075,40.5125,0.0
115.1125,40.5125,0.0
115.1175,40.5125,0.0
115.1225,40.5125,0.0
115.1275,40.5125,0.0
115.13250000000001,40.5125,0.0
114.6225,40.5125,0.0
114.6175,40.5125,0.0
114.6125,40.5125,0.0
114.6075,40.5125,0.0
114.6025,40.5125,0.0
114.5975,40.5125,0.0
114.5925,40.5125,0.0
114.5925,40.5075,0.0
114.5975,40.5075,0.0
114.6025,40.5075,0.0
114.6075,40.5075,0.0
114.6125,40.5075,0.0
114.6175,40.5075,0.0
